,abb,name,lat,long,coal,oil,gas,nuclear,hydro,bio,wind,solar,geo,other
26,AK,Eielson AFB Central Heat & Power Plant,64.6711,-147.0719,68398,1249,0,0,0,0,0,0,0,0
27,AK,Eklutna Hydro Project,61.605,-149.1192,0,0,0,0,74203,0,0,0,0,0
28,AK,Elim,64.6206,-162.2772,0,1137,0,0,0,0,0,0,0,0
29,AK,Emmonak,62.8719,-164.4864,0,3119,0,0,0,0,0,0,0,0
30,AK,Fairbanks,64.8547,-147.7164,0,10318,0,0,0,0,0,0,0,0
31,AK,False Island,55.4889,-133.1339,0,295,0,0,0,0,0,0,0,0
32,AK,Fort Greely Power Plant,63.0947,-145.7172,0,507.64,0,0,0,0,0,0,0,0
33,AK,Galena Electric Utility,64.7407,-156.9551,0,6022,0,0,0,0,0,0,0,0
34,AK,Gambell,63.7667,-171.7375,0,1557,0,0,0,0,0,0,0,0
35,AK,George M Sullivan Generation Plant 2,61.1344,-149.0846,0,531.783,1047883.217,0,0,0,0,0,0,0
36,AK,Glennallen,61.9769,-146.5494,0,5336,0,0,0,0,0,0,0,0
37,AK,Goat Lake Hydro,59.455,-135.3264,0,0,0,0,15705,0,0,0,0,0
38,AK,Gold Creek,58.3,-134.4061,0,17,0,0,4530,0,0,0,0,0
39,AK,Green Lake,56.9858,-135.1211,0,0,0,0,58101,0,0,0,0,0
40,AK,Gwitchyaa Zhee,66.5208,-145.3064,0,2698,0,0,0,0,0,0,0,0
41,AK,Haines,59.2358,-135.445,0,-226,0,0,0,0,0,0,0,0
42,AK,Healy,63.8542,-148.95,189476.675,308.325,0,0,0,0,0,0,0,0
43,AK,Hoonah,58.1833,-135.7433,0,4562,0,0,0,0,0,0,0,0
44,AK,Hooper Bay,61.5208,-166.1003,0,2607,0,0,0,0,0,0,0,0
45,AK,Hydaburg,55.2081,-132.8267,0,-13,0,0,0,0,0,0,0,0
46,AK,International,61.1703,-149.9103,0,0,1298,0,0,0,0,0,0,0
47,AK,Jarvis Street,57.0497,-135.3128,0,-169,0,0,0,0,0,0,0,0
48,AK,Kake,56.1522,-133.1519,0,2392,0,0,0,0,0,0,0,0
49,AK,Kasidaya Creek Hydro,59.4072,-135.3408,0,0,0,0,7266,0,0,0,0,0
50,AK,Kasigluk,60.8731,-162.5197,0,2181,0,0,0,0,0,0,0,0
51,AK,Ketchikan,55.3633,-131.6778,0,0,0,0,23338,0,0,0,0,0
52,AK,Kiana,67.5683,-160.5053,0,1515,0,0,0,0,0,0,0,0
53,AK,King Cove,55.7272,-160.7167,0,4480.56,0,0,0,0,0,0,0,0
54,AK,Kivalina,67.63,-163.7189,0,1202,0,0,0,0,0,0,0,0
55,AK,Kodiak,57.785,-152.4247,0,9766,0,0,0,0,0,0,0,0
56,AK,Kotlik,62.9456,-163.7614,0,1944,0,0,0,0,0,0,0,0
57,AK,Kotzebue,66.2053,-160.2692,0,20758,0,0,0,0,1,0,0,0
58,AK,Koyuk,64.93,-161.16,0,1367,0,0,0,0,0,0,0,0
59,AK,Lake Dorothy Hydroelectric Project,58.2325,-134.0533,0,0,0,0,58741,0,0,0,0,0
60,AK,Lemon Creek,58.3514,-134.4986,0,-377,0,0,0,0,0,0,0,0
61,AK,McGrath,63.2369,-154.2194,0,2736,0,0,0,0,0,0,0,0
62,AK,Mountain Village,62.1656,-163.0783,0,2805,0,0,0,0,0,0,0,0
63,AK,Naknek,58.8128,-156.7319,0,20949,0,0,0,0,0,0,0,0
64,AK,New Halen,60.065,-153.1217,0,411,0,0,0,0,0,0,0,0
65,AK,Nikiski Co-Generation,60.5619,-150.6222,0,0,265248,0,0,0,0,0,0,0
66,AK,Noatak,67.57,-162.98,0,1807,0,0,0,0,0,0,0,0
67,AK,Noorvik,66.8553,-160.4958,0,1998,0,0,0,0,0,0,0,0
68,AK,North Pole,64.7356,-147.3481,0,520322,0,0,0,0,0,0,0,0
69,AK,Northway,62.9617,-141.9372,0,1257,0,0,0,0,0,0,0,0
70,AK,NSB Anaktuvuk Pass,68.7494,-152.1319,0,3253,0,0,0,0,0,0,0,0
71,AK,NSB Atquasuk Utility,70.4808,-157.3969,0,2989,0,0,0,0,0,0,0,0
72,AK,NSB Kaktovik Utility,69.2925,-143.7303,0,4090,0,0,0,0,0,0,0,0
73,AK,NSB Point Hope Utility,69.7407,-163.0087,0,5476,0,0,0,0,0,0,0,0
74,AK,NSB Point Lay Utility,69.6931,-169.9303,0,3628,0,0,0,0,0,0,0,0
75,AK,NSB Wainwright Utility,70.5986,-160.0614,0,5301,0,0,0,0,0,0,0,0
76,AK,Nymans Plant,57.7911,-152.4058,0,0,0,0,0,0,0,0,0,0
77,AK,Orca,60.555,-145.7531,0,8269,0,0,0,0,0,0,0,0
78,AK,Pelican,57.9594,-136.2261,0,812,0,0,0,0,0,0,0,0
79,AK,Petersburg,56.5583,-133.2544,0,633.08,0,0,10880,0,0,0,0,0
80,AK,Pillar Mountain Wind Project,57.7869,-152.4406,0,0,0,0,0,0,12606,0,0,0
81,AK,Pilot Station,61.9381,-162.875,0,1703,0,0,0,0,0,0,0,0
82,AK,Port Lions,57.1451,-153.4767,0,0,0,0,0,0,0,0,0,0
83,AK,Power Creek,60.59,-145.5956,0,0,0,0,17599,0,0,0,0,0
84,AK,Purple Lake,55.1139,-131.5481,0,0,0,0,16239,0,0,0,0,0
85,AK,Quinhagak,59.7539,-161.9008,0,1631,0,0,0,0,0,0,0,0
86,AK,S W Bailey,55.3633,-131.6778,0,-447,0,0,0,0,0,0,0,0
87,AK,Salmon Creek 1,58.3261,-134.4625,0,0,0,0,24201,0,0,0,0,0
88,AK,Savoonga,63.25,-169.5889,0,1771,0,0,0,0,0,0,0,0
89,AK,Scammon Bay,61.79,-165.0689,0,1670,0,0,0,0,0,0,0,0
90,AK,Selawik,66.5569,-160.1431,0,2714,0,0,0,0,0,0,0,0
91,AK,Seldovia,59.4373,-151.715,0,202,0,0,0,0,0,0,0,0
92,AK,Seward,60.1083,-149.4417,0,678,0,0,0,0,0,0,0,0
93,AK,Shishmaref,65.0853,-165.1108,0,1603,0,0,0,0,0,0,0,0
94,AK,Shungnak,66.71,-156.9889,0,1518,0,0,0,0,0,0,0,0
95,AK,Silvis,55.3633,-131.6778,0,0,0,0,11368,0,0,0,0,0
96,AK,Skagway,59.4583,-135.3139,0,-51,0,0,3569,0,0,0,0,0
97,AK,Snake River,64.5033,-165.4357,0,33796,0,0,0,0,0,0,0,0
98,AK,Snettisham,58.1389,-133.7264,0,0,0,0,285665,0,0,0,0,0
99,AK,Solomon Gulch,61.0811,-146.8572,0,0,0,0,44758,0,0,0,0,0
100,AK,South Fork,55.55,-132.9,0,0,0,0,5757,0,0,0,0,0
101,AK,St Marys,62.0636,-163.2658,0,3139,0,0,0,0,0,0,0,0
102,AK,St. Michael,63.4775,-162.0383,0,1729,0,0,0,0,0,0,0,0
103,AK,Stebbins,63.47,-162.2489,0,1376,0,0,0,0,0,0,0,0
104,AK,Swan Lake,55.3633,-131.6778,0,0,0,0,91977,0,0,0,0,0
105,AK,Terror Lake,57.7911,-152.4058,0,0,0,0,123964,0,0,0,0,0
106,AK,Tesoro Alaska Petroleum,60.677,-151.3815,0,0,64575.14,0,0,0,0,0,0,0
107,AK,Thorne Bay Plant,55.5156,-132.9672,0,9,0,0,0,0,0,0,0,0
108,AK,Togiak,59.2281,-160.385,0,2905,0,0,0,0,0,0,0,0
109,AK,Tok,63.3367,-142.9856,0,11026,0,0,0,0,0,0,0,0
110,AK,Toksook Bay,60.6,-164.7489,0,2612,0,0,0,0,0,0,0,0
111,AK,Unalakleet,63.5325,-160.9006,0,3777,0,0,0,0,0,0,0,0
112,AK,Unalaska Power Module,53.8641,-166.5124,0,3078,0,0,0,0,0,0,0,0
113,AK,Unisea G 2,53.8892,-166.5583,0,27578.141,0,0,0,6304.379,0,0,0,0
114,AK,University of Alaska Fairbanks,64.8542,-147.822,51127.292,5218.964,639.868,0,0,0,0,0,0,0
115,AK,Upper Kalskag,61.5378,-160.3072,0,1387,0,0,0,0,0,0,0,0
116,AK,Utility Plants Section,64.6715,-147.0772,107245.347,0,0,0,0,0,0,0,0,0
117,AK,Valdez,61.0811,-146.8517,0,3970,0,0,0,0,0,0,0,0
118,AK,Valdez Cogen,61.0811,-146.8517,0,30043,0,0,0,0,0,0,0,0
119,AK,Viking,55.4886,-133.1408,0,37,0,0,0,0,0,0,0,0
120,AK,Westward Seafoods,53.8575,-166.5539,0,17486,0,0,0,0,0,0,0,0
121,AK,Wrangell,56.4522,-132.3683,0,309,0,0,0,0,0,0,0,0
122,AK,Yakutat,59.5453,-139.725,0,5977,0,0,0,0,0,0,0,0
123,AL,ABC Coke,33.5823,-86.787,0,0,512.291,0,0,0,0,0,0,16870.709
124,AL,Alabama Pine Pulp,31.5825,-87.4889,0,1221.332,289.025,0,0,85621.643,0,0,0,0
125,AL,Alabama River Pulp,31.5825,-87.4889,0,831.515,167.366,0,0,36048.119,0,0,0,0
126,AL,AMEA Peaking,33.1661,-86.2825,0,0,12642,0,0,0,0,0,0,0
127,AL,Bankhead Dam,33.2146,-87.5882,0,0,0,0,100981,0,0,0,0,0
128,AL,Barry,31.0069,-88.0103,7749280.005,0,7439606.995,0,0,0,0,0,0,0
129,AL,Bartletts Ferry,32.6631,-85.0911,0,0,0,0,427335,0,0,0,0,0
130,AL,Boise Cascade Pulp & Paper Mill,31.4894,-87.8989,0,444.207,42857.547,0,0,69821.588,0,0,0,0
131,AL,Browns Ferry,34.7042,-87.1189,0,0,0,24771137,0,0,0,0,0,0
132,AL,Calhoun Energy Center,33.5883,-85.9731,0,14400.469,259775.531,0,0,0,0,0,0,0
133,AL,Charles R Lowman,31.4858,-87.9106,3166801.172,10171.828,0,0,0,0,0,0,0,0
134,AL,Colbert,34.7439,-87.8486,5993857.426,42278.502,2795.072,0,0,0,0,0,0,0
135,AL,Crestwood Dothan,31.2624,-85.4027,0,1119,0,0,0,0,0,0,0,0
136,AL,Decatur Energy Center,34.6292,-87.0214,0,0,3454959,0,0,0,0,0,0,0
137,AL,E B Harris Electric Generating Plant,32.3814,-86.5736,0,0,4189287,0,0,0,0,0,0,0
138,AL,E C Gaston,33.2442,-86.4567,9572401.638,20768.362,0,0,0,0,0,0,0,0
139,AL,ExxonMobil Mobile Bay Onshore,30.4278,-88.1769,0,0,49928.81,0,0,0,0,0,0,0
140,AL,Fairfield Works,33.4885,-86.9212,0,0,83244.447,0,0,0,0,0,0,216655.303
141,AL,Gadsden,34.0128,-85.9708,217945.182,0,10524.61,0,0,1190.208,0,0,0,0
142,AL,Gantt,31.4,-86.4753,0,0,0,0,6509,0,0,0,0,0
143,AL,General Electric Plastic,32.3102,-86.5242,0,0,529010,0,0,0,0,0,0,0
144,AL,Georgia Pacific Brewton Mill,31.077,-87.1113,0,9232.589,34219.972,0,0,234466.907,0,0,0,0
145,AL,Georgia Pacific Naheola Mill,32.2268,-88.0252,58964.139,2340.53,38781.733,0,0,191956.598,0,0,0,0
146,AL,Goat Rock,32.6088,-85.0814,0,0,0,0,136398,0,0,0,0,0
147,AL,Gorgas,33.6446,-87.2003,6864659.286,10849.714,0,0,0,0,0,0,0,0
148,AL,Greene County,32.6017,-87.7811,2713806.786,2801.65,67301.564,0,0,0,0,0,0,0
149,AL,Guntersville,34.4211,-86.3931,0,0,0,0,645316,0,0,0,0,0
150,AL,H Allen Franklin Combined Cycle,32.6094,-85.0961,0,0,7713188,0,0,0,0,0,0,0
151,AL,H Neely Henry Dam,33.7845,-86.0524,0,0,0,0,176953,0,0,0,0,0
152,AL,Harris Dam,33.2579,-85.6162,0,0,0,0,159540,0,0,0,0,0
153,AL,Hillabee Energy Center,33,-85.9031,0,0,2181265,0,0,0,0,0,0,0
154,AL,Hog Bayou Energy Center,30.7478,-88.0575,0,0,556143,0,0,0,0,0,0,0
155,AL,Holt Dam,33.2553,-87.4495,0,0,0,0,128109,0,0,0,0,0
156,AL,International Paper Courtland Mill,34.735,-87.3108,0,228.275,36439.752,0,0,338520.324,0,0,0,2763.67
157,AL,International Paper Prattville Mill,32.4187,-86.4718,50881.78,6830.4,30164.527,0,0,471793.293,0,0,0,0
158,AL,International Paper Riverdale Mill,32.425,-86.8694,0,2649.614,201341.792,0,0,241786.578,0,0,0,0
159,AL,James H Miller Jr,33.6319,-87.0597,20531889.074,0,89745.926,0,0,0,0,0,0,0
160,AL,Jones Bluff,32.3248,-86.7872,0,0,0,0,272954,0,0,0,0,0
161,AL,Jordan Dam,32.6189,-86.2548,0,0,0,0,327599,0,0,0,0,0
162,AL,Joseph M Farley,31.2231,-85.1116,0,0,0,13169684,0,0,0,0,0,0
163,AL,Lay Dam,32.9633,-86.5187,0,0,0,0,482545,0,0,0,0,0
164,AL,Lee County,32.5412,-85.0384,0,0,3919,0,0,0,0,0,0,0
165,AL,Lewis Smith Dam,33.9406,-87.1077,0,0,0,0,214662,0,0,0,0,0
166,AL,Logan Martin Dam,33.4258,-86.338,0,0,0,0,306988,0,0,0,0,0
167,AL,Martin Dam,32.6797,-85.9125,0,0,0,0,397804,0,0,0,0,0
168,AL,McIntosh,31.2546,-88.0299,0,291.563,134472.437,0,0,0,0,0,0,0
169,AL,McWilliams,31.4001,-86.4767,0,217.787,2834076.213,0,0,0,0,0,0,0
170,AL,Mead Coated Board,32.175,-85.0311,0,0,151231.417,0,0,577435.583,0,0,0,0
171,AL,Millers Ferry,32.1009,-87.3969,0,0,0,0,302175,0,0,0,0,0
172,AL,Mitchell Dam,32.8049,-86.4456,0,0,0,0,411104,0,0,0,0,0
173,AL,Mobile Energy Services LLC,30.7322,-88.0769,112835.105,0,18142.252,0,0,259955.643,0,0,0,0
174,AL,Morgan Energy Center,34.6397,-87.0639,0,0,3852216,0,0,0,0,0,0,0
175,AL,Point A,31.3614,-86.5183,0,0,0,0,15022,0,0,0,0,0
176,AL,Rock-Tenn Mill,32.4541,-87.9759,14090.872,47669.537,811.553,0,0,141242.038,0,0,0,0
177,AL,Shell Offshore Yellowhammer,30.4067,-88.1333,0,0,15503,0,0,0,0,0,0,0
178,AL,Sloss Industries Corp,33.5611,-86.8106,0,0,8.386,0,0,0,0,0,0,43199.294
179,AL,Tenaska Central Alabama Generating Stn,32.6503,-86.7386,0,0,1638043,0,0,0,0,0,0,0
180,AL,Tenaska Lindsay Hill Generating Station,32.6514,-86.7386,0,0,910925,0,0,0,0,0,0,0
181,AL,Theodore Cogen Facility,30.5248,-88.1289,0,0,1547078,0,0,0,0,0,0,0
182,AL,Thurlow Dam,32.5349,-85.8896,0,0,0,0,223951,0,0,0,0,0
183,AL,U S Alliance Coosa Pines,33.3278,-86.3583,63528.752,0,0,0,0,90828.248,0,0,0,0
184,AL,Walter Bouldin Dam,32.6184,-86.2567,0,0,0,0,434527,0,0,0,0,0
185,AL,Washington County Cogeneration Facility,31.2504,-88.0156,0,0,852460,0,0,0,0,0,0,0
186,AL,Weiss Dam,34.1722,-85.7537,0,0,0,0,193703,0,0,0,0,0
187,AL,Weyerhaeuser Pine Hill Operations,31.9698,-87.4806,248033.863,14450.22,251939.917,0,0,0,0,0,0,0
188,AL,Wheeler Dam,34.8069,-87.3819,0,0,0,0,1096591,0,0,0,0,0
189,AL,Widows Creek,34.8825,-85.7547,5691435.542,11056.458,0,0,0,0,0,0,0,0
190,AL,Wilson Dam,34.7934,-87.6244,0,0,0,0,2094059,0,0,0,0,0
191,AL,Yates Dam,32.5743,-85.8901,0,0,0,0,149429,0,0,0,0,0
192,AR,Arkansas Nuclear One,35.311,-93.2351,0,0,0,15022678,0,0,0,0,0,0
193,AR,Ashdown,33.6417,-94.1083,111442.999,1219.941,80138.502,0,0,639746.231,0,0,0,18215.327
194,AR,Beaver,36.4226,-93.8462,0,0,0,0,189500,0,0,0,0,0
195,AR,Blakely Mountain,34.5711,-93.1947,0,0,0,0,74975,0,0,0,0,0
196,AR,Bull Shoals,36.3635,-92.5763,0,0,0,0,940567,0,0,0,0,0
197,AR,Carl Bailey,35.2597,-91.3631,0,5176.257,41066.743,0,0,0,0,0,0,0
198,AR,Carpenter,34.4425,-93.0262,0,0,0,0,111812,0,0,0,0,0
199,AR,Cecil Lynch,34.7535,-92.1987,0,26,45522,0,0,0,0,0,0,0
200,AR,Clearwater Paper APP CB,33.7061,-91.2371,0,159.731,49882.061,0,0,113331.166,0,0,0,0
201,AR,Columbia Flooring Melbourne,36.0614,-91.9197,0,0,0,0,0,3351.35,0,0,0,0
202,AR,Dam 2,33.9864,-91.3159,0,0,0,0,431239,0,0,0,0,0
203,AR,Dardanelle,35.2503,-93.1686,0,0,0,0,706781,0,0,0,0,0
204,AR,Degray,34.2122,-93.1099,0,0,0,0,64707,0,0,0,0,0
205,AR,Dell Power Station,35.8619,-90.0253,0,0,674427,0,0,0,0,0,0,0
206,AR,Elkins Generating Center,35.9714,-94.0014,0,0,206,0,0,0,0,0,0,0
207,AR,Ellis,35.35,-94.2917,0,0,0,0,143431,0,0,0,0,0
208,AR,Flint Creek,36.2561,-94.5241,3588709.254,4723.746,0,0,0,0,0,0,0,0
209,AR,Fulton,33.6094,-93.7924,0,0,102681,0,0,0,0,0,0,0
210,AR,Georgia Pacific Crossett,33.1421,-91.975,0,1775.609,64243.046,0,0,414582.537,0,0,0,9817.3
211,AR,Greers Ferry Lake,35.5207,-91.9953,0,0,0,0,218386,0,0,0,0,0
212,AR,Harry D Mattison Gas Plant,36.1855,-94.2841,0,0,95598,0,0,0,0,0,0,0
213,AR,Harry L. Oswald,34.5923,-92.2166,0,0,458047,0,0,0,0,0,0,0
214,AR,Harvey Couch,33.3592,-93.4649,0,0,68743,0,0,0,0,0,0,0
215,AR,Hot Spring Power Project,34.4304,-92.8333,0,0,1826383,0,0,0,0,0,0,0
216,AR,Independence,35.6733,-91.4083,11886080.654,9828.346,0,0,0,0,0,0,0,0
217,AR,Jonesboro City Water & Light Plant,35.8481,-90.7257,0,11.587,91967.413,0,0,0,0,0,0,0
218,AR,KGen Hot Spring Generating Facility,34.2963,-92.8683,0,0,813835,0,0,0,0,0,0,0
219,AR,Lake Catherine,34.4341,-92.9046,0,0,134392,0,0,0,0,0,0,0
220,AR,Lee Creek Water Treatment Facility,35.4892,-94.3908,0,0,0,0,-5254,0,0,0,0,0
221,AR,Mabelvale,34.6342,-92.4105,0,0,15236,0,0,0,0,0,0,0
222,AR,McClellan,33.5648,-92.7917,0,5490.948,207139.052,0,0,0,0,0,0,0
223,AR,Murray,34.7956,-92.3569,0,0,0,0,137381,0,0,0,0,0
224,AR,Narrows,34.1483,-93.7149,0,0,0,0,29783,0,0,0,0,0
225,AR,Norfork,36.2491,-92.2401,0,0,0,0,234712,0,0,0,0,0
226,AR,Ozark,35.4693,-93.8175,0,0,0,0,146965,0,0,0,0,0
227,AR,Paragould Reciprocating,36.0242,-90.5094,0,0,2250,0,0,0,0,0,0,0
228,AR,Paragould Turbine,36.0243,-90.5094,0,0,585,0,0,0,0,0,0,0
229,AR,Pine Bluff Energy Center,34.2181,-91.9025,0,0,1206317,0,0,0,0,0,0,0
230,AR,Pine Bluff Mill,34.2204,-91.9063,0,4.467,30083.795,0,0,318890.401,0,0,0,388.08
231,AR,Plum Point Energy Station,35.6519,-89.9399,1619272.794,4879.206,0,0,0,0,0,0,0,0
232,AR,Remmel,34.4272,-92.8941,0,0,0,0,27003,0,0,0,0,0
233,AR,Robert E Ritchie,34.4629,-90.5987,0,-167,0,0,0,0,0,0,0,0
234,AR,STEC-S LLC,34.5136,-91.5331,0,0,0,0,0,14012,0,0,0,0
235,AR,Thomas Fitzhugh,35.4617,-93.8053,0,0,82487,0,0,0,0,0,0,0
236,AR,Two Pine Landfill Gas Recovery,34.8364,-92.1656,0,0,0,0,0,34798,0,0,0,0
237,AR,Union Power Partners LP,33.2961,-92.5933,0,0,6376869,0,0,0,0,0,0,0
238,AR,Warren Lumber Mill,33.6206,-92.0789,0,0,0,0,0,77082,0,0,0,0
239,AR,Waste Management Eco Vista LFGTE,36.1758,-94.2056,0,0,0,0,0,3525,0,0,0,0
240,AR,Whillock,35.1258,-92.7897,0,0,0,0,148926,0,0,0,0,0
241,AR,White Bluff,34.4236,-92.1392,10946939.395,12050.605,0,0,0,0,0,0,0,0
242,AR,White River Lock and Dam 1,35.7569,-91.6356,0,0,0,0,20091,0,0,0,0,0
243,AR,White River Lock and Dam 2,35.7436,-91.7644,0,0,0,0,14475,0,0,0,0,0
244,AR,White River Lock and Dam 3,35.8428,-91.8519,0,0,0,0,22961,0,0,0,0,0
245,AZ,Agua Fria,33.5542,-112.2161,0,3.297,18305.703,0,0,0,0,438,0,0
246,AZ,Apache Station,32.0619,-109.8931,2079801.925,0,107594.075,0,0,0,0,0,0,0
247,AZ,Arlington Valley Energy Facility,33.3417,-112.8897,0,0,1215899,0,0,0,0,0,0,0
248,AZ,Biosphere 2 Center,32.5786,-110.8506,0,47.854,39.146,0,0,0,0,0,0,0
249,AZ,Black Mountain Generating Station,35.0534,-114.1353,0,0,87401,0,0,0,0,0,0,0
250,AZ,Catalyst Paper Snowflake Mill,34.5025,-110.3361,296058.821,2633.609,5153.415,0,0,0,0,0,0,0
251,AZ,Cholla,34.9394,-110.3033,7116882.939,4391.695,480.366,0,0,0,0,0,0,0
252,AZ,Cogeneration 1,32.2314,-110.9497,0,0,56307.53,0,0,0,0,0,0,0
253,AZ,Coronado,34.5778,-109.2717,6235971.769,8303.231,0,0,0,0,0,0,0,0
254,AZ,Crosscut,33.44,-111.9442,0,0,0,0,4056,0,0,0,0,0
255,AZ,Davis Dam,35.1967,-114.5698,0,0,0,0,1129158,0,0,0,0,0
256,AZ,Demoss Petrie,32.2511,-110.9889,0,0,6585,0,0,0,0,0,0,0
257,AZ,Desert Basin,32.9042,-111.7889,0,0,1163967,0,0,0,0,0,0,0
258,AZ,Douglas,31.3467,-109.5556,0,359,0,0,0,0,0,0,0,0
259,AZ,Dry Lake Wind II LLC,35.4028,-110.3133,0,0,0,0,0,0,16139,0,0,0
260,AZ,Dry Lake Wind LLC,34.5372,-110.4217,0,0,0,0,0,0,118777,0,0,0
261,AZ,Gila River Power Station,32.9761,-112.694,0,0,5884547,0,0,0,0,0,0,0
262,AZ,Glen Canyon Dam,36.9373,-111.4838,0,0,0,0,3671552,0,0,0,0,0
263,AZ,Griffith Energy LLC,35.0517,-114.1334,0,0,1413714,0,0,0,0,0,0,0
264,AZ,H Wilson Sundt Generating Station,32.16,-110.9047,411269.813,0,445166.187,0,0,0,0,0,0,0
265,AZ,Harquahala Generating Project,33.4759,-113.1133,0,0,1692211,0,0,0,0,0,0,0
266,AZ,Headgate Rock,34.1678,-114.2744,0,0,0,0,77910,0,0,0,0,0
267,AZ,Hoover Dam,36.014,-114.7384,0,0,0,0,1517486,0,0,0,0,0
268,AZ,Horse Mesa,33.5907,-111.344,0,0,0,0,145079,0,0,0,0,0
269,AZ,Ina Road Water Pollution Control Fac,32.3639,-111.1958,0,0,11936.942,0,0,4027.258,0,0,0,0
270,AZ,IRC Generator Facility,36.9708,-112.5264,0,-59,0,0,0,0,0,0,0,0
271,AZ,Kyrene,33.3544,-111.9364,0,0,380833,0,0,0,0,0,0,0
272,AZ,Maricopa Solar,33.5581,-112.2186,0,0,0,0,0,0,0,2304,0,0
273,AZ,Mesquite Generating Station,33.344,-112.8535,0,0,7602046,0,0,0,0,0,0,0
274,AZ,Mormon Flat,33.5536,-111.4431,0,0,0,0,76635,0,0,0,0,0
275,AZ,Navajo,36.9047,-111.3886,16397840.423,31752.577,0,0,0,0,0,0,0,0
276,AZ,Nelson Plant Generators,35.5186,-113.3108,0,314,0,0,0,0,0,0,0,0
277,AZ,North Loop,32.401,-111.1262,0,0,605,0,0,0,0,0,0,0
278,AZ,Ocotillo,33.4225,-111.9122,0,0,55448,0,0,0,0,329,0,0
279,AZ,Palo Verde,33.3881,-112.8617,0,0,0,31199935,0,0,0,0,0,0
280,AZ,Prescott Airport,34.6584,-112.4008,0,0,0,0,0,0,0,5561,0,0
281,AZ,Red Hawk,33.33,-112.84,0,0,3376012,0,0,0,0,0,0,0
282,AZ,Roger Road WWTP,32.2894,-111.0331,0,0,0,0,0,0,0,683,0,0
283,AZ,Roosevelt,33.6702,-111.1618,0,0,0,0,129529,0,0,0,0,0
284,AZ,Saguaro,32.5517,-111.3,0,0,8373,0,0,0,0,368,0,0
285,AZ,Santan,33.3333,-111.751,0,0,1919121,0,0,0,0,0,0,0
286,AZ,Snowflake White Mountain Power LLC,34.4917,-110.3211,0,0,2990.885,0,0,154568.115,0,0,0,0
287,AZ,South Consolidated,33.4672,-111.7789,0,0,0,0,2085,0,0,0,0,0
288,AZ,South Point Energy Center,34.8678,-114.5317,0,0,1762385,0,0,0,0,0,0,0
289,AZ,Springerville,34.3186,-109.1636,11105981.188,17591.812,0,0,0,0,0,5818,0,0
290,AZ,Stewart Mountain,33.5661,-111.536,0,0,0,0,37391,0,0,0,0,0
291,AZ,Sundance,32.9285,-111.5899,0,0,107797,0,0,0,0,0,0,0
292,AZ,Tri Cities,33.4833,-111.8172,0,0,0,0,0,24384,0,0,0,0
293,AZ,UASTP Solar Facility,32.0989,-110.8106,0,0,0,0,0,0,0,52,0,0
294,AZ,Valencia,31.3633,-110.9315,0,14.548,22839.452,0,0,0,0,0,0,0
295,AZ,Waddell,33.8452,-112.271,0,0,0,0,40309,0,0,0,0,0
296,AZ,West Phoenix,33.4417,-112.1583,0,0,1719691,0,0,0,0,0,0,0
297,AZ,Yucca,32.7214,-114.7097,0,1081.723,420584.277,0,0,0,0,0,0,0
298,AZ,Yuma Cogeneration Associates,32.7298,-114.6641,0,0,187909,0,0,0,0,0,0,0
299,CA,85 A,35.1011,-118.3372,0,0,0,0,0,0,20673,0,0,0
